mitigation id,mitigation name,technique id,technique name,comments
M1018,User Account Management,T1606,Forge Web Credentials,"Ensure that user accounts with administrative rights follow best practices, including use of privileged access workstations, Just in Time/Just Enough Administration (JIT/JEA), and strong authentication. Reduce the number of users that are members of highly privileged Directory Roles.(Citation: Microsoft SolarWinds Customer Guidance) In AWS environments, prohibit users from calling the `sts:GetFederationToken` API unless explicitly required.(Citation: Crowdstrike AWS User Federation Persistence)"
M1018,User Account Management,T1484.001,Group Policy Modification,Consider implementing WMI and security filtering to further tailor which users and computers a GPO will apply to.(Citation: Wald0 Guide to GPOs)(Citation: Microsoft WMI Filters)(Citation: Microsoft GPO Security Filtering)
M1018,User Account Management,T1574,Hijack Execution Flow,"Limit privileges of user accounts and groups so that only authorized administrators can interact with service changes and service binary target path locations. Deny execution from user directories such as file download directories and temp directories where able.

Ensure that proper permissions and directory access control are set to deny users the ability to write files to the top-level directory <code>C:</code> and system directories, such as <code>C:\Windows\</code>, to reduce places where malicious files could be placed for execution."
M1018,User Account Management,T1562,Impair Defenses,Ensure proper user permissions are in place to prevent adversaries from disabling or interfering with security/logging services.
M1018,User Account Management,T1562.006,Indicator Blocking,"Ensure event tracers/forwarders (Citation: Microsoft ETW May 2018), firewall policies, and other associated mechanisms are secured with appropriate permissions and access controls and cannot be manipulated by user accounts."
M1018,User Account Management,T1490,Inhibit System Recovery,Limit the user accounts that have access to backups to only those required.
M1018,User Account Management,T1547.006,Kernel Modules and Extensions,"Use MDM to disable user's ability to install or approve kernel extensions, and ensure all approved kernel extensions are in alignment with policies specified in <code>com.apple.syspolicy.kernel-extension-policy</code>.(Citation: Apple TN2459 Kernel Extensions)(Citation: MDMProfileConfigMacOS)
"
M1018,User Account Management,T1543.004,Launch Daemon,Limit privileges of user accounts and remediate Privilege Escalation vectors so only authorized administrators can create new Launch Daemons.
M1018,User Account Management,T1569.001,Launchctl,Prevent users from installing their own launch agents or launch daemons.
M1018,User Account Management,T1654,Log Enumeration,Limit the ability to access and export sensitive logs to privileged accounts where possible.
M1018,User Account Management,T1134.003,Make and Impersonate Token,An adversary must already have administrator level access on the local system to make full use of this technique; be sure to restrict users and accounts to the least privileges they require.  
M1018,User Account Management,T1556,Modify Authentication Process,"Ensure that proper policies are implemented to dictate the the secure enrollment and deactivation of authentication mechanisms, such as MFA, for user accounts."
M1018,User Account Management,T1578.005,Modify Cloud Compute Configurations,Limit permissions to request quotas adjustments or modify tenant-level compute setting to only those required.
M1018,User Account Management,T1578,Modify Cloud Compute Infrastructure,"Limit permissions for creating, deleting, and otherwise altering compute components in accordance with least privilege. Organizations should limit the number of users within the organization with an IAM role that has administrative privileges, strive to reduce all permanent privileged role assignments, and conduct periodic entitlement reviews on IAM users, roles and policies.(Citation: Mandiant M-Trends 2020)"
M1018,User Account Management,T1556.006,Multi-Factor Authentication,Ensure that proper policies are implemented to dictate the secure enrollment and deactivation of MFA for user accounts.
M1018,User Account Management,T1059.008,Network Device CLI,"Use of Authentication, Authorization, and Accounting (AAA) systems will limit actions users can perform and provide a history of user actions to detect unauthorized use and abuse. Ensure least privilege principles are applied to user accounts and groups so that only authorized users can perform configuration changes. (Citation: Cisco IOS Software Integrity Assurance - AAA)"
M1018,User Account Management,T1040,Network Sniffing,"In cloud environments, ensure that users are not granted permissions to create or modify traffic mirrors unless this is explicitly required."
M1018,User Account Management,T1550.002,Pass the Hash,Do not allow a domain user to be in the local administrator group on multiple systems.
M1018,User Account Management,T1550.003,Pass the Ticket,Do not allow a user to be a local administrator for multiple systems.
M1018,User Account Management,T1547.012,Print Processors,Limit user accounts that can load or unload device drivers by disabling <code>SeLoadDriverPrivilege</code>.
M1018,User Account Management,T1563.002,RDP Hijacking,Limit remote user permissions if remote access is necessary.
M1018,User Account Management,T1021.001,Remote Desktop Protocol,Limit remote user permissions if remote access is necessary.
M1018,User Account Management,T1563,Remote Service Session Hijacking,Limit remote user permissions if remote access is necessary.
M1018,User Account Management,T1021,Remote Services,"Limit the accounts that may use remote services. Limit the permissions for accounts that are at higher risk of compromise; for example, configure SSH so users can only run specific programs."
